ID;Cim;Ajanlatkérõ;Nyertes;Ár;Konzorciumi tagokra számolt ár;CRI;URL
38036;Komplex szelektív hulladékgazdálkodási szolgáltatás;Budapest Fõváros Ix. Kerület Ferencváros Önkormányzata;HUMUSZ RECYCLING Környezetvédelmi Kft.;7795788;7795788;0.31;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_5755_2012
38049;Ferencváros Önkormányzata részére gépjármû beszerzése I.,II. (két részben);Budapest Fõváros Ix. Kerület Ferencváros Önkormányzata;R-CARNET SERVICE Korlátolt Felelõsségû Társaság;5104920;5104920;0.58;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_7595_2012
38050;Ferencváros Önkormányzata részére gépjármû beszerzése I.,II. (két részben);Budapest Fõváros Ix. Kerület Ferencváros Önkormányzata;R-CARNET SERVICE Korlátolt Felelõsségû Társaság;4027560;4027560;0.58;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_7595_2012
38053;Síp utca vízelvezetõ rendszerének átalakítása és burkolatcseréje;Budapest Fõváros VII. Ker. Erzsébetváros Önkormányzata;PUHI-TÁRNOK UT ÉS HIDÉPITÖ KFT;79889402;79889402;0.70;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_7717_2012
38144;illegális hulladék-lerakóhelyek felszámolása Óbudán - tájékoztató az eljárás eredményérõl;Budapest Fõváros III. Kerületi Óbuda-Békásmegyer Önkormányzat Polgármesteri Hivatala;Varga és Demény BENTON Építõipari és Szolgáltató Korlátolt Felelõsségû Társaság;0;0;0.31;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_8659_2012
38148;ivóvíz víziközmû törzshálózati vezetékek építése Óbudán - tájékoztató az eljárás eredményérõl;Budapest Fõváros III. Kerületi Óbuda-Békásmegyer Önkormányzat Polgármesteri Hivatala;HAJDU ÉS TÁRSAI ÉPITÖIPARI ÉS SZOLGÁLTATO KFT;10726545;10726545;0.33;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_8660_2012
38204;Taneszközbeszerzés Leövey Klára Gimnázium;Budapest Fõváros Ix. Kerület Ferencváros Önkormányzata;Meló-Diák Taneszközcentrum Kereskedelmi Kft.;0;0;0.06;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_9642_2012
38205;Szoftverek licenc-csomag beszerzése;Belváros -Lipótváros Budapest Fõváros V. Ker. Önkormányzata;Delta Informatika Kereskedelmi és Szolgáltató Zártkörûen Mûködõ Részvénytársaság;14171685;14171685;0.32;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_9650_2012
38216;Budapest Fõváros XVII. kerület Rákosmente Önkormányzatának Polgármesteri Hivatala öt hivatali egységének személy-és vagyonvédelme - 2012.;Budapest Fõváros XVII. Kerület Rákosmente Önkormányzatának Polgármesteri Hivatala;ESCORT VÉDELMI SZOLGÁLAT SZOLGÁLTATO KFT;22000000;22000000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_5852_2012
38224;Budapest XVI. kerületi önerõs útépítések XIV.;Budapest Fõváros XVI.Kerület Önkormányzat;SWIETELSKY Magyarország Korlátolt Felelõsségû Társaság;51793459;51793459;0.11;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_18539_2009
38226;Budapest XVI. kerületi önerõs útépítések XIV.;Budapest Fõváros XVI.Kerület Önkormányzat;SWIETELSKY Magyarország Korlátolt Felelõsségû Társaság;55615005;55615005;0.11;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_18539_2009
38227;Budapest XVI. kerületi önerõs útépítések XIV.;Budapest Fõváros XVI.Kerület Önkormányzat;MAGYAR ASZFALT KFT;96898086;96898086;0.12;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_18539_2009
38282;Vállalkozási Szerzõdés keretében a Budapest fõváros XIV. kerület Zugló Önkormányzat tulajdonában lévõ Mókavár Óvoda tornaszoba létesítése, akadálymentesítés új földszinti bejárat kialakításával, lift és lépcsõház;Budapest Fõváros XIV. Kerület Zugló Önkormányzata;GAZSI és GAZSI Ipari, Kerekedelmi és Szolgáltató Korlátolt Felelõsségû Társaság;34796044;34796044;0.24;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_19104_2009
38285;Vállalkozási szerzõdés keretében a Budapest XIV. kerület Móra Ferenc Általános Iskola tetõszigetelése és hõszigetelése II. ütem.;Budapest Fõváros XIV. Kerület Zugló Önkormányzata;SZELEMEN ÉPITÖIPARI KFT;19287030;19287030;0.18;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_19107_2009
38315;Nyomtató- és fénymásoló patronok beszerzése;Budapest Fõváros XIII. Kerületi Önkormányzat;WildSystem Kereskedelmi és Szolgáltató Korlátolt Felelõsségû Társaság;3615198;3615198;0.31;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_7294_2012
38317;Nyomdai termékek beszerzése;Budapest Fõváros XIII. Kerületi Önkormányzat;Europrinting Kft.;12594350;12594350;0.31;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_7312_2012
38330;Tájékoztató az eljárás eredményérõl - Budapest Fõváros XI. kerület Újbuda Önkormányzata - Tervezési szerzõdés a Móricz Zsigmond körtéri "Gomba" épület tervezési feladatainak ellátása vonatkozásában;Budapest Fõváros XI.Kerület Újbuda Önkormányzata;Hetedik Mûterem Építészeti, Mérnöki Tervezõ és Tanácsadó Korlátolt Felelõsségû Társaság;11900000;11900000;0.31;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_9168_2012
38332;Eljárás eredményérõl szóló tájékoztató (klíma 2012.);XVI.Kerület Kertvárosi Egészségügyi Szolgálata;AGRO-KLIMA HÜTÖ- ÉS MEZÖGAZDASÁGI GÉPSZERELÖ KFT;8894100;8894100;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_9185_2012
38333;Eljárás eredményérõl szóló tájékoztató (klíma 2012.);XVI.Kerület Kertvárosi Egészségügyi Szolgálata;AGRO-KLIMA HÜTÖ- ÉS MEZÖGAZDASÁGI GÉPSZERELÖ KFT;1658800;1658800;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_9185_2012
38397;Tájékoztató a kõbányai Kis-Pongrác lakótelep szociális célú városrehabilitációs során mûszaki ellenõri tevékenység ellátása tárgyú eljárás eredményérõl;Budapest Fõváros X. Kerület Kõbányai Önkormányzat;INNOBER WAVE Építõipari és Szolgáltató Kft.;9800000;9800000;0.32;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_7041_2012
38500;Budapest, II. ker. Hûvösvölgyi út 12.b.) szám alatti irodaépület átalakítása komplex akadálymentesítési követelmények szerinti bölcsõde épületté;Budapest Fõváros Ii. Kerületi Önkormányzat;TARNA INVEST ÉPITÖIPARI SZERVEZÖ ÉS KIVITELEZÖ KFT;223900000;223900000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_12113_2009
38519;Energetikai korszerûsítés Rákosmentén szociális célú városrehabilitáció keretében;Budapest Fõváros XVII. Kerület Rákosmente Önkormányzata;Horváth Építõmester Építõipari Korlátolt Felelõsségû Társaság;65456500;65456500;0.33;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_6249_2012
38588;Budapest Fõváros XIII. Kerületi Önkormányzat, "Parkoló jegykiadó automaták beszerzése és kapcsolódó szolgáltatások ellátása";Budapest Fõváros XIII. Kerületi Önkormányzat;GANZ MÉRÖGYÁR KFT;192073000;192073000;0.24;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_8826_2012
38620;KEOP-5.3.0/A/09-2010-0043 jelû pályázat keretében "Az Újpesti Szakorvosi Rendelõintézet épületének energetikai korszerûsítése során a nyílászárók cseréje;Budapest Fõváros IV.Kerület Újpest Önkormányzat Polgármesteri Hivatala;VORTEX ÉPÍTÕ Építõipari és Generálkivitelezõ Kft.;73922798;73922798;0.25;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_8888_2012
38621;KEOP-5.3.0/A/09-2010-0043 jelû pályázat keretében a homlokzati hõszigetelési és burkolási munkák valamint tetõhéjazat cseréje;Budapest Fõváros IV.Kerület Újpest Önkormányzat Polgármesteri Hivatala;VORTEX ÉPÍTÕ Építõipari és Generálkivitelezõ Kft.;74573391;74573391;0.25;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_8889_2012
38643;Ifjúsági-tábori fõzõkonyha mûködtetése 2012;Belváros-Lipótváros Városüzemeltetõ Korlátolt Felelõsségû Társaság;VIKING Szolgáltató és Vendéglátó Korlátolt Felelõsségü Társaság;15207100;15207100;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_5413_2012
38644;Ifjúsági-tábori fõzõkonyha mûködtetése 2012;Belváros-Lipótváros Városüzemeltetõ Korlátolt Felelõsségû Társaság;VIKING Szolgáltató és Vendéglátó Korlátolt Felelõsségü Társaság;9137667;9137667;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_5413_2012
38647;Nyomdai termékek beszerzése;Budapest Fõváros XIII. Kerületi Önkormányzat;SZENZOR SZÁMITOKÖZPONT KFT;3933432;3933432;0.49;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_5493_2012
38648;Nyomdai termékek beszerzése;Budapest Fõváros XIII. Kerületi Önkormányzat;NALORS GRAFIKA KFT;2274030;2274030;0.31;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_5493_2012
38664;Budapest Fõváros XIV. Kerület Zugló Önkormányzata kezelésébe tartozó úthálózat és járdahálózat fenntartási munkái;Budapest Fõváros XIV. Kerület Zugló Önkormányzata;Aszfaltpálya Építõ Korlátolt Felelõsségû Társaság;130000000;130000000;0.33;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_6154_2012
38697;ingatlan értékbecslés Óbudán - tájékoztató az eljárás eredményérõl;Budapest Fõváros III. Kerületi Óbuda-Békásmegyer Önkormányzat Polgármesteri Hivatala;TREVISO Mérnöki Iroda Korlátolt Felelõsségû Társaság;0;0;0.32;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_5107_2012
38699;földmérési szolgáltatás végzése Óbudán-tájékoztató az eljárás eredményérõl;Budapest Fõváros III. Kerületi Óbuda-Békásmegyer Önkormányzat Polgármesteri Hivatala;Városrendezési,Házhelyalakítási,Tervezési Közkereseti Társaság;0;0;0.49;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_5112_2012
38754;Gyermeknapi rendezvények szervezése;Budapest Fõváros XI.Kerület Újbuda Önkormányzata;FODY Event & Party Service Korlátolt Felelõsségû Társaság;11738720;11738720;0.31;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_8408_2012
38781;"Budapest Fõváros Önkormányzata Fõpolgármesteri Hivatala dolgozói részére 2012. évre étkezési utalvány beszerzése";Budapest Fõváros Önkormányzata;NEMZETI ÜDÜLÉSI SZOLGÁLAT KFT.;20000000;20000000;0.67;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_8553_2012
38790;Budapest, IX. kerületi általános iskolák sportudvarának térburkolat cseréje;Budapest Fõváros Ix. Kerület Ferencváros Önkormányzata;ZÖFE Zöldterület-fenntartó és Fejlesztõ Korlátolt Felelõsségû Társaság;11838678;11838678;0.32;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_8558_2012
38791;Budapest, IX. kerületi általános iskolák sportudvarának térburkolat cseréje;Budapest Fõváros Ix. Kerület Ferencváros Önkormányzata;ZÖFE Zöldterület-fenntartó és Fejlesztõ Korlátolt Felelõsségû Társaság;9969887;9969887;0.32;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_8558_2012
38859;Budapest Fõváros IX. kerület Ferencváros Önkormányzatának tulajdonában álló lakások felújítása 2012/2;Budapest Fõváros Ix. Kerület Ferencváros Önkormányzata;PRECIZ Épületgépészeti, Építészeti Szolgáltató Kft.;1304047;1304047;0.05;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_8175_2012
38860;Budapest Fõváros IX. kerület Ferencváros Önkormányzatának tulajdonában álló lakások felújítása 2012/2;Budapest Fõváros Ix. Kerület Ferencváros Önkormányzata;LIPCSEI ÉS TÁRSA ÉPITÖIPARI SZOLGÁLTATO BT;1744704;1744704;0.05;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_8175_2012
38861;Budapest Fõváros IX. kerület Ferencváros Önkormányzatának tulajdonában álló lakások felújítása 2012/2;Budapest Fõváros Ix. Kerület Ferencváros Önkormányzata;PRECIZ Épületgépészeti, Építészeti Szolgáltató Kft.;2157929;2157929;0.05;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_8175_2012
38862;Budapest Fõváros IX. kerület Ferencváros Önkormányzatának tulajdonában álló lakások felújítása 2012/2;Budapest Fõváros Ix. Kerület Ferencváros Önkormányzata;Nagy Imre és Építész Társai Mérnöki Iroda Korlátolt Felelõsségû Társaság;1450679;1450679;0.05;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_8175_2012
38863;Budapest Fõváros IX. kerület Ferencváros Önkormányzatának tulajdonában álló lakások felújítása 2012/2;Budapest Fõváros Ix. Kerület Ferencváros Önkormányzata;LIPCSEI ÉS TÁRSA ÉPITÖIPARI SZOLGÁLTATO BT;341705;341705;0.05;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_8175_2012
38864;Budapest Fõváros IX. kerület Ferencváros Önkormányzatának tulajdonában álló lakások felújítása 2012/2;Budapest Fõváros Ix. Kerület Ferencváros Önkormányzata;PRECIZ Épületgépészeti, Építészeti Szolgáltató Kft.;1347260;1347260;0.05;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_8175_2012
38865;Budapest Fõváros IX. kerület Ferencváros Önkormányzatának tulajdonában álló lakások felújítása 2012/2;Budapest Fõváros Ix. Kerület Ferencváros Önkormányzata;LIPCSEI ÉS TÁRSA ÉPITÖIPARI SZOLGÁLTATO BT;1309026;1309026;0.05;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_8175_2012
38866;Budapest Fõváros IX. kerület Ferencváros Önkormányzatának tulajdonában álló lakások felújítása 2012/2;Budapest Fõváros Ix. Kerület Ferencváros Önkormányzata;Nagy Imre és Építész Társai Mérnöki Iroda Korlátolt Felelõsségû Társaság;1875936;1875936;0.05;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_8175_2012
38867;Budapest Fõváros IX. kerület Ferencváros Önkormányzatának tulajdonában álló lakások felújítása 2012/2;Budapest Fõváros Ix. Kerület Ferencváros Önkormányzata;LIPCSEI ÉS TÁRSA ÉPITÖIPARI SZOLGÁLTATO BT;1514114;1514114;0.05;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_8175_2012
38868;Budapest Fõváros IX. kerület Ferencváros Önkormányzatának tulajdonában álló lakások felújítása 2012/2;Budapest Fõváros Ix. Kerület Ferencváros Önkormányzata;Nagy Imre és Építész Társai Mérnöki Iroda Korlátolt Felelõsségû Társaság;593081;593081;0.05;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_8175_2012
38869;Budapest Fõváros IX. kerület Ferencváros Önkormányzatának tulajdonában álló lakások felújítása 2012/2;Budapest Fõváros Ix. Kerület Ferencváros Önkormányzata;KIPSZER Elektromos Szerelõ Zártkörûen Mûködõ Részvénytársaság;1945069;1945069;0.05;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_8175_2012
38870;Erzsébet-utalványok beszerzése 2012. évre tárgyú közbeszerzési eljárásban tájékoztató az eljárás eredményérõl;Budapest Fõváros XI. Kerület Újbuda Önkormányzata Polgármesteri Hivatal;NEMZETI ÜDÜLÉSI SZOLGÁLAT KFT.;13329972;13329972;0.54;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_8191_2012
38957;XIX. kerület Kossuth téri, Gutenberg téri piac takarítás;Budapest Föváros XIX. Kerület Kispest Önkormányzati Vagyonkezelö Mûszaki Szervezet;CITY SERVICE Létesítménygazdálkodási Zártkörûen Mûködõ Részvénytársaság;0;0;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_14842_2009
38974;mélyépítés mûszaki ellenõrzése Óbudán-tájékoztató az eljárás eredményérõl;Budapest Fõváros III. Kerületi Óbuda-Békásmegyer Önkormányzat Polgármesteri Hivatala;KICSI-HÍD MÉRNÖKI SZOLGÁLTATÓ ÉS KIVITELEZÕ KFT;7782000;7782000;0.32;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_8098_2012
39078;Budapest, IX. kerület Markusovszky park felújításának III. üteme;Budapest Fõváros Ix. Kerület Ferencváros Önkormányzata;ZÖFE Zöldterület-fenntartó és Fejlesztõ Korlátolt Felelõsségû Társaság;67986582;67986582;0.32;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_7776_2012
39175;"Budapest Fõváros IX. kerület Ferencváros Önkormányzatának tulajdonában álló lakások felújítása 2012/1";Budapest Fõváros Ix. Kerület Ferencváros Önkormányzata;PRECIZ Épületgépészeti, Építészeti Szolgáltató Kft.;1036837;1036837;0.03;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_7779_2012
39178;"Budapest Fõváros IX. kerület Ferencváros Önkormányzatának tulajdonában álló lakások felújítása 2012/1";Budapest Fõváros Ix. Kerület Ferencváros Önkormányzata;HE-PI Építõipari,Épületgépészeti és Szolgáltató Korlátolt Felelõsségû Társaság;1704555;1704555;0.10;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_7779_2012
39217;Budapest XVI. kerület Bátony utca 1. szám területén lévõ sportpályán játszótér és senior sportpálya építése;Budapest Fõváros XVI.Kerület Önkormányzat;EVERLING Építõ,Termelõ és Szolgáltató Korlátolt Felelõsségû Társaság;2600000;2600000;0.32;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_7523_2012
39223;Budapest, IX. ker. Tûzoltó u. 23. sz. alatti helyiség felújítása;Budapest Fõváros Ix. Kerület Ferencváros Önkormányzata;PRECIZ Épületgépészeti, Építészeti Szolgáltató Kft.;4800000;4800000;0.31;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_7554_2012
39224;Eljárás eredményérõl szóló tájékoztató (Röntgen 2012.);XVI.Kerület Kertvárosi Egészségügyi Szolgálata;MEDIREX Egészségügyi, Kereskedelmi és Szolgáltató Zártkörûen Mûködõ Részvénytársaság;38997200;38997200;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_7559_2012
39285;"Városdekorációs munkák végzése Budapest Fõváros Önkormányzata részére 2012. évben";Budapest Fõváros Önkormányzata;EL-MÛ Szolg Elektromos Mûszaki Szolgáltató Kft.;21811000;21811000;0.00;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_7365_2012
39286;Parkfenntartási feladatok Józsefvárosi Önkormányzat közigazgatási területén;Budapest Fõváros VIII. Kerület Józsefvárosi Önkormányzat;ZÖFE Zöldterület-fenntartó és Fejlesztõ Korlátolt Felelõsségû Társaság;0;0;0.32;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_16006_2009
39289;Mobil (GSM) elõfizetés, mobil internet szolgáltatás beszerzése a Józsefvárosi Önkormányzat Polgármesteri Hivatala és intézményei számára;Budapest Fõváros VIII. Kerület Józsefvárosi Önkormányzat;Pannon GSM Távközlési Zártkörûen Mûködõ Részvénytársaság;24000000;24000000;0.51;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_16011_2009
39293;Szállítási szerzõdés - radiológia vizsgálatokra alkalmas felsõ-közép kategóriás ultrahang diagnosztikai készülék (bõvítési lehetõséggel kardiológiai vizsgálatokhoz);Budapest Fõváros VIII. Kerület Józsefvárosi Önkormányzat;HITACHI MEDICAL SYSTEMS KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG;11950000;11950000;0.33;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_16018_2009
39304;Bp. Józsefváros, Médiafelület-vásárlás;Budapest Fõváros VIII. Kerület Józsefvárosi Önkormányzat;Théma Lapkiadó Kereskedelmi és Szolgáltatási Korlátolt Felelõsségû Társaság;20000000;20000000;0.43;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_17060_2009
39310;Tájékoztató az eljárás eredményérõl- Józsefváros, közterületek õrzése;Budapest Fõváros VIII. Kerület Józsefvárosi Önkormányzat;ESCORT VÉDELMI SZOLGÁLAT SZOLGÁLTATO KFT;7500000;7500000;0.36;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_17062_2009
39312;Budapest XVI. kerület, Erzsébetligeti Uszoda kertjének kiépítése;Budapest Fõváros XVI.Kerület Önkormányzat;TÜNDÉRKERT'97 KERTÉSZETI ÉS SZOLGÁLTATO KFT;4836700;4836700;0.31;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_6032_2012
39314;Tájékoztató az eljárás eredményérõl- Józsefváros nyomdai szolgáltatások;Budapest Fõváros VIII. Kerület Józsefvárosi Önkormányzat;POSTER PRESS KERESKEDELMI ÉS SZOLGÁLTATÓ KORLÁTOLT FELELÕSSÉGÜ TÁRSASÁG;41600000;41600000;0.36;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_17074_2009
39407;Józsefváros képdigitalizálás;Budapest Fõváros VIII. Kerület Józsefvárosi Önkormányzat;MEDIMAT Kereskedelmi és Szolgáltató Kft.;19500000;19500000;0.42;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_17903_2009
39460;Mozgásjavító Általános Iskola és Diákotthon (Budapest XIV., Mexikói u. 60., 63-64.) rekonstrukció I. ütem munkáinak kiegészítõ építési beruházása;Budapest Fõváros Önkormányzata;Progress-B'90 Építõipari és Fõvállalkozó Zártkörûen Mûködõ Részvénytársaság;34783000;34783000;0.58;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_18552_2009
39476;Szent Flórián fogadalmi oltár szoborcsoport felállításának megalapozása és környezetének rendezése;Budapest Fõváros III. Kerületi Óbuda-Békásmegyer Önkormányzat Polgármesteri Hivatala;Magyar kõris Kertészeti és Szolgáltató Korlátolt Felelõsségû Társaság;15466097;15466097;0.52;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_6189_2012
39488;Gyorszolgáltai karbantartási munkák - táj. az elj. eredményérõl;Budapest Fõváros XX. Kerület Pesterzsébet Önkormányzata;FRAVAS Építõipari és Szolgáltató Korlátolt Felelõsségû Társaság;24500000;24500000;0.33;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_6475_2012
39499;Latabár és Bárdos utcai környezetrendezés és ökológikus fejlesztése - eredmény;Budapest Fõváros IV.Kerület Újpest Önkormányzat Polgármesteri Hivatala;Deep Forest Építõ, Kereskedelmi és Szolgáltató Korlátolt Felelõsségû Társaság;31280000;31280000;0.32;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_6504_2012
39517;Budapest Fõváros II. kerületének területén útépítési/felújítási munkák elvégzése.(t);Budapest Fõváros Ii. Kerületi Önkormányzat;VIANOVA 87 Közmû és Útépítõ Zártkörûen Mûködõ Részvénytársaság;147000000;147000000;0.34;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_4349_2012
39598;Budapest, IX. kerület, Kén u. 3. III. épület bontása;Budapest Fõváros Ix. Kerület Ferencváros Önkormányzata;PLATÁN TERM SZOLGÁLTATÓ, ÉPÍTÕIPARI ÉS KERESKEDELMI KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG;42000000;42000000;0.32;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_6057_2012
39625;Budapest  Fõváros Fõpolgármesteri Hivatal Közlekedési Ügyosztályának feladatkörébe tarttozó kérdésekben jogi tanácsadás, jogi dokumentumok készítése tartós ügyvédi megbízással esetenkénti jogi képviseleti tevékenység ellátása;Budapest Fõváros Önkormányzata Fõpolgármesteri Hivatal;Góglné dr. Hegyi Gabriella egyéni ügyvéd;0;0;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_0104_2009
39629;Budapest Fõváros Önkormányzata FÕGÁZ Zrt. részvényei értékesítéséhez kapcsolódó jogi tanácsadói feladatojk ellátása, szerzõdéstervezetek, okiratok készítése;Budapest Fõváros Önkormányzata Fõpolgármesteri Hivatal;ORMAI ÉS TÁRSAI CMS CAMERON MC KENNA LLP ÜGYVÉDI IRODA;0;0;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_0107_2009
39665;Gyorskarbantartás 2012;Budapest Fõváros XI.Kerület Újbuda Önkormányzata;WFTP ÉPÍTÕ ÉS KARBANTARTÓ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG;30000000;30000000;0.32;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_5426_2012
39684;ajánlatkérõ részére 1 milliárd forint összegû folyószámla hitelkeret biztosítása;Budapest Fõváros VII. Ker. Erzsébetváros Önkormányzata;OTP Bank Nyrt. (Képv.: Dél-dunántúli Igazgatósága);50000000;50000000;0.56;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_9347_2009
39775;Budapest XVI. kerület Bátony utca 1. szám területén lévõ sportpálya többcélú felújítása, mûfüves pálya építése, vízelvezetéssel, sportkerítéssel, világítással, akadálymentesítéssel;Budapest Fõváros XVI.Kerület Önkormányzat;EVERLING Építõ,Termelõ és Szolgáltató Korlátolt Felelõsségû Társaság;16400000;16400000;0.32;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_5490_2012
39796;A Papír- és irodaszer beszerzés 2012. évre tárgyú közbeszerzési eljárásban tájékoztató az eljárás eredményérõl;Budapest Fõváros XI. Kerület Újbuda Önkormányzata Polgármesteri Hivatal;I-COM Iroda - Kommunikáció Kereskedelmi és Szolgáltató Korlátolt Felelõsségû Társaság;9198000;9198000;0.35;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_4420_2012
39797;A Papír- és irodaszer beszerzés 2012. évre tárgyú közbeszerzési eljárásban tájékoztató az eljárás eredményérõl;Budapest Fõváros XI. Kerület Újbuda Önkormányzata Polgármesteri Hivatal;PBS-HUNGÁRIA PAPIR, IRODA ÉS IROSZER KERESKEDELMI KFT;5552627;5552627;0.34;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_4420_2012
39798;A Nyomtatványok készítése 2012. évre tárgyú közbeszerzési eljárásban tájékoztató az eljárás eredményérõl;Budapest Fõváros XI. Kerület Újbuda Önkormányzata Polgármesteri Hivatal;SZENZOR SZÁMITOKÖZPONT KFT;2910000;2910000;0.32;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_4422_2012
39799;A Nyomtatványok készítése 2012. évre tárgyú közbeszerzési eljárásban tájékoztató az eljárás eredményérõl;Budapest Fõváros XI. Kerület Újbuda Önkormányzata Polgármesteri Hivatal;SZENZOR SZÁMITOKÖZPONT KFT;1950000;1950000;0.32;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_4422_2012
39800;A Nyomtatványok készítése 2012. évre tárgyú közbeszerzési eljárásban tájékoztató az eljárás eredményérõl;Budapest Fõváros XI. Kerület Újbuda Önkormányzata Polgármesteri Hivatal;SZENZOR SZÁMITOKÖZPONT KFT;1564500;1564500;0.32;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_4422_2012
